2600
-2200425508125/16777216 7239065835625/33554432 975637788125/8388608 -4545988695625/33554432
-3025066256875/33554432 -5666375105625/33554432 -3390180625/65536 -335632041875/4194304
-683506419375/16777216 3015623463125/16777216 -3822051406875/16777216 3031825135625/16777216
5725052441875/33554432 1872948699375/8388608 7378179355625/33554432 2941789621875/16777216
-70230525625/33554432 -472305754375/8388608 -426715631875/2097152 -3524132811875/33554432
-8588395099375/33554432 -3196036114375/16777216 1989901623125/16777216 2701586411875/33554432
-2481224224375/33554432 -6439957818125/33554432 4986815754375/33554432 679245149375/8388608
7566796453125/33554432 3707572464375/16777216 7674632996875/33554432 388896730625/2097152
-8158550960625/33554432 5779100006875/33554432 4729838904375/33554432 -520483266875/2097152
-3764973948125/16777216 -7138715065625/33554432 3647194581875/16777216 7689017090625/33554432
350110239375/2097152 -1005259425625/33554432 -700746775625/33554432 -113474700625/8388608
-38245618125/33554432 7551301265625/33554432 -7790043746875/33554432 -6075449485625/33554432
-1800418254375/16777216 3593040579375/16777216 695798244375/8388608 -937524030625/33554432
7745404801875/33554432 -1611633700625/33554432 -1622843470625/8388608 272875224375/33554432
7231834666875/33554432 371545809375/16777216 -3516799544375/16777216 -346693156875/4194304
-3042439099375/16777216 2467167356875/33554432 -506323975625/2097152 -3300408661875/33554432
2191196466875/16777216 1180562556875/33554432 -7058925193125/33554432 -1812829793125/16777216
-3246134311875/16777216 879222264375/4194304 -7152480066875/33554432 -3258084448125/16777216
789819265625/33554432 98884101875/16777216 -2860334173125/33554432 -4221738324375/16777216
4038630399375/33554432 -2565312010625/33554432 1468572308125/33554432 4216889243125/33554432
2855030156875/33554432 -3426199928125/33554432 3188375360625/33554432 -1810850169375/16777216
-667063385625/16777216 -6768821710625/33554432 898928070625/8388608 -4345974351875/16777216
178592740625/33554432 1593576830625/16777216 -1186287529375/16777216 6102814128125/33554432
2574209844375/33554432 508533926875/33554432 -2181819761875/33554432 -963461273125/8388608
148388995625/2097152 245798336875/8388608 -5911918764375/33554432 6933768066875/33554432
3579576203125/16777216 7451911325625/33554432 7543249504375/33554432 -278485601875/4194304
2594967301875/33554432 463344529375/2097152 4618483991875/33554432 -26485330625/2097152
2790047528125/33554432 -7313567389375/33554432 -1840487228125/16777216 -2771640324375/33554432
-4288399740625/16777216 5682772265625/33554432 532324820625/4194304 5437117261875/33554432
41707128125/33554432 4883184483125/33554432 4124656989375/33554432 3976434824375/33554432
781811948125/16777216 894398951875/8388608 8359334319375/33554432 6013661883125/33554432
6588697318125/33554432 -3250430730625/33554432 5108855415625/33554432 2810978064375/33554432
-376732825625/8388608 6948744050625/33554432 -4701303368125/33554432 -2145898958125/8388608
-3442023901875/33554432 -3314512621875/16777216 -111476048125/8388608 -2403826741875/33554432
3132805755625/16777216 8146827544375/33554432 -4242214331875/33554432 -3309994520625/16777216
432642218125/16777216 211801045625/8388608 7911590025625/33554432 2073049996875/8388608
4252381209375/33554432 -2257002255625/16777216 -2174737833125/33554432 1256342205625/33554432
-2000168454375/8388608 1480737854375/33554432 248753561875/16777216 2318032250625/33554432
-187425558125/4194304 -87397204375/524288 -7059781243125/33554432 -335972658125/2097152
-2292968803125/16777216 -567480135625/8388608 1539414556875/8388608 1364235153125/16777216
3956823056875/16777216 3344655884375/33554432 1865323760625/16777216 -7317281213125/33554432
-670265106875/4194304 -8580833568125/33554432 3022880209375/33554432 3015401406875/33554432
8570145163125/33554432 1281093035625/33554432 7118876838125/33554432 -2385982876875/33554432
3011286484375/33554432 -3261691875/32768 -466030313125/16777216 136084138125/524288
721466874375/16777216 -92102083125/16777216 8670091291875/33554432 705476354375/16777216
-76267985625/1048576 -1879586320625/33554432 2273498248125/33554432 1623126366875/8388608
8411986805625/33554432 -5703256203125/33554432 1136633233125/8388608 263551396875/16777216
18602943125/33554432 142094249375/2097152 -1524477735625/33554432 420773575625/33554432
508448663125/16777216 -3442578611875/16777216 -418015804375/4194304 3752399763125/16777216
779086075625/8388608 -138690199375/1048576 2924996433125/16777216 -3068461768125/16777216
5772261373125/33554432 -2822427814375/33554432 -2771343306875/16777216 -6239741990625/33554432
614982655625/8388608 6551400383125/33554432 -415271358125/33554432 -6640849694375/33554432
3873325909375/33554432 4887101659375/33554432 280188601875/16777216 677207464375/8388608
2292254388125/16777216 -2090506591875/33554432 332725810625/2097152 3313012486875/33554432
-2909968806875/16777216 4472306158125/33554432 -8503079463125/33554432 1633538863125/8388608
1274553450625/16777216 4091023226875/16777216 -468524525625/4194304 7423538208125/33554432
1262843814375/33554432 5582935093125/33554432 2909392321875/16777216 3565681250625/16777216
2029250494375/33554432 -502959965625/16777216 6486844706875/33554432 -3048476689375/33554432
-8623836706875/33554432 4507071879375/33554432 3637483078125/33554432 -105806618125/33554432
3232034544375/33554432 -2734172374375/16777216 -2054105210625/33554432 -590331291875/16777216
3470119989375/16777216 -1824668015625/8388608 7458742419375/33554432 3496510200625/16777216
-597124068125/8388608 -2353473760625/16777216 699444939375/8388608 2531335941875/16777216
-1313650723125/16777216 -7599550879375/33554432 -149537269375/1048576 -1912886730625/16777216
-4046238974375/16777216 -6587286005625/33554432 -2111453394375/33554432 -3096271579375/16777216
-4113660029375/33554432 -3333379115625/33554432 3101606746875/16777216 451598281875/4194304
-6224277385625/33554432 -3340215978125/33554432 1107562308125/8388608 1218281146875/8388608
-3025369579375/33554432 -2626183031875/16777216 -2417532365625/16777216 6358546179375/33554432
1270017734375/8388608 -3163014066875/16777216 -3311626686875/33554432 -4803353335625/33554432
1624772378125/16777216 2838964431875/33554432 -72414655625/16777216 947771118125/4194304
65684653125/33554432 753828083125/8388608 488461829375/4194304 2094568994375/33554432
196272171875/2097152 -588526095625/16777216 569297860625/8388608 23044588125/131072
-2101583290625/16777216 809648766875/8388608 900787655625/33554432 1264536739375/33554432
-5017779836875/33554432 -17907443125/33554432 2388269966875/16777216 1934101219375/16777216
618272971875/16777216 -3037172734375/33554432 -2948000339375/33554432 156831764375/8388608
2605913610625/16777216 1376298308125/8388608 -3271498238125/33554432 -2891426971875/33554432
161473706875/1048576 -52760833125/33554432 2929088475625/16777216 1046600351875/8388608
1331636775625/33554432 636451505625/4194304 -702704640625/16777216 -3650235265625/33554432
1663350950625/16777216 114104566875/1048576 -140958098125/4194304 2203893648125/33554432
728696596875/8388608 -4422990170625/33554432 -3075038175625/33554432 -4449104976875/33554432
8092319649375/33554432 7714252316875/33554432 -2078894910625/8388608 2740737374375/33554432
-368266185625/16777216 -1453812660625/8388608 -1179092793125/16777216 -1700245096875/8388608
564437729375/33554432 -7544330096875/33554432 -2443674325625/16777216 928142986875/8388608
4112585026875/16777216 -22286021875/131072 6466945558125/33554432 -3764392181875/33554432
-337913736875/33554432 -1710311208125/8388608 1687491170625/33554432 -386771506875/4194304
-1105495714375/8388608 6896971940625/33554432 -946668051875/4194304 -4353046351875/16777216
-1427858193125/16777216 -6620630583125/33554432 476969520625/2097152 3856343538125/16777216
-5824924129375/33554432 -8059254701875/33554432 -2447868418125/16777216 8132451835625/33554432
3130799173125/16777216 -4056678250625/33554432 462139884375/16777216 -6350325889375/33554432
-82558133125/4194304 8707492015625/33554432 390951380625/2097152 90676291875/2097152
400426089375/33554432 1970578374375/8388608 4661187578125/33554432 -3010047519375/33554432
160776711875/33554432 1092593653125/33554432 -5326428989375/33554432 -6055189375625/33554432
-2159940599375/33554432 551730879375/8388608 3816941366875/33554432 -3255561196875/33554432
-3200610538125/16777216 -1518308829375/33554432 -173899464375/33554432 2489973663125/33554432
3978680233125/33554432 7138467789375/33554432 3931560351875/33554432 -857095614375/4194304
7114351554375/33554432 8382570226875/33554432 -949830675625/8388608 -747857101875/33554432
806446688125/16777216 69737094375/2097152 402495006875/4194304 2907536393125/33554432
-61822401875/2097152 529706393125/16777216 -122222969375/4194304 2781406639375/33554432
8132282510625/33554432 543743045625/8388608 -1600181025625/8388608 4035426809375/33554432
5847167990625/33554432 -8413159064375/33554432 -359347226875/8388608 5222629059375/33554432
-457401140625/16777216 -6004317076875/33554432 83143230625/524288 2387681505625/16777216
4875319418125/33554432 -3697814258125/33554432 -68161169375/8388608 -5174867433125/33554432
88746035625/16777216 -6846270461875/33554432 -6457430191875/33554432 -1552556841875/16777216
1003922716875/33554432 -1552441093125/16777216 -4148457031875/16777216 -2744883139375/16777216
194063731875/8388608 2839875504375/33554432 -1158780829375/8388608 -916546466875/4194304
237619289375/1048576 -302805579375/33554432 3191401939375/33554432 698357115625/33554432
3277501410625/33554432 -2924697026875/33554432 -1401503130625/16777216 -56500039375/1048576
-376447183125/8388608 2536617809375/16777216 -385572663125/33554432 1715136938125/33554432
535401270625/2097152 8325616186875/33554432 4288095313125/16777216 177366694375/4194304
245579758125/4194304 -273244570625/16777216 4586715501875/33554432 7161527774375/33554432
25536493125/524288 7424755804375/33554432 -3841877186875/33554432 -1018394901875/16777216
3413275263125/16777216 -1242837561875/33554432 583174353125/8388608 -5888490245625/33554432
269396066875/4194304 6178482789375/33554432 1267552414375/8388608 -3401050404375/33554432
-386522784375/16777216 -4344729179375/16777216 568976711875/8388608 471460591875/2097152
-5581520124375/33554432 223852663125/8388608 2905725736875/33554432 5392025721875/33554432
1818363178125/16777216 117241028125/4194304 -3501162315625/16777216 4608579454375/33554432
-4124643696875/16777216 -5566207538125/33554432 -3891547863125/16777216 315423850625/4194304
3428161026875/33554432 4303964803125/16777216 -5650263506875/33554432 1988436604375/16777216
4841481068125/33554432 -74963305625/16777216 1924900388125/33554432 5935488788125/33554432
-4298745433125/16777216 8417940951875/33554432 -4545823075625/33554432 -55977276875/2097152
2048479070625/8388608 3115014508125/33554432 -153660885625/2097152 887923326875/16777216
7460484191875/33554432 936631271875/33554432 367377570625/16777216 -7245876421875/33554432
-3830716898125/33554432 5418714250625/33554432 -1802845825625/8388608 8555503539375/33554432
-7607273886875/33554432 6067876741875/33554432 -2115218161875/16777216 87565846875/16777216
-6051117434375/33554432 -2560797013125/33554432 4902747354375/33554432 7725470569375/33554432
1433394129375/16777216 -5668021311875/33554432 1210899941875/8388608 117539735625/8388608
-155305824375/33554432 -241721065625/33554432 -6037316146875/33554432 -7569572586875/33554432
814339491875/16777216 310742193125/33554432 936889516875/8388608 1305368033125/33554432
-4129133961875/16777216 5920510496875/33554432 -1844499434375/33554432 -7614937191875/33554432
-7669820526875/33554432 -1196919270625/33554432 3237393566875/16777216 8197867396875/33554432
6895567469375/33554432 -979340090625/4194304 -388182185625/16777216 3297990629375/33554432
252846790625/2097152 -3405460166875/33554432 -1843622096875/33554432 331021770625/33554432
-543388421875/4194304 146150980625/4194304 2754452715625/16777216 2696852169375/16777216
-526353303125/16777216 -3549175036875/16777216 -516927555625/4194304 8486928149375/33554432
3834412765625/16777216 4347963693125/33554432 1174978130625/8388608 5724286790625/33554432
-6897568396875/33554432 390870829375/2097152 -3955176996875/16777216 -7460615410625/33554432
4489574366875/33554432 151164479375/4194304 -409735876875/4194304 -218036966875/8388608
-3147860958125/16777216 910242100625/16777216 5856373323125/33554432 2100493159375/8388608
-6280140351875/33554432 -8235418514375/33554432 1063466990625/4194304 1073028165625/33554432
8257577924375/33554432 3731751976875/16777216 -6682721508125/33554432 5494913604375/33554432
302684679375/4194304 2472294313125/16777216 6900011746875/33554432 -1456948650625/16777216
33680879375/8388608 -997245478125/4194304 2259077624375/16777216 -452255854375/2097152
963978510625/33554432 -99596696875/8388608 -6392390119375/33554432 1515378011875/33554432
-860613268125/8388608 -6205572173125/33554432 217521744375/2097152 -922512849375/8388608
5821117566875/33554432 -1067635229375/4194304 -5415720171875/33554432 -2350936323125/16777216
3968811299375/33554432 411862644375/8388608 -2935493461875/16777216 3299370238125/33554432
4724291479375/33554432 -1407784860625/8388608 -7293824289375/33554432 3076738559375/33554432
2473123209375/33554432 -2478006951875/16777216 -1232953320625/33554432 -89218715625/16777216
-5469071879375/33554432 -599294239375/8388608 7065896134375/33554432 1012539506875/4194304
-843139529375/16777216 1265094683125/8388608 -6363769855625/33554432 1740432208125/33554432
-4054784719375/16777216 3675402079375/16777216 4276991525625/33554432 -5956575568125/33554432
972117664375/4194304 -1037251808125/4194304 288729114375/16777216 -1655928941875/33554432
