2400
-1206761799375/8388608 -896877151875/4194304 200911951875/8388608 145486074375/4194304
-965597435625/8388608 -1402868570625/8388608 112610893125/4194304 1359460123125/8388608
-111336365625/2097152 1028432480625/8388608 572322568125/4194304 -87767934375/8388608
-1551913648125/8388608 3093894375/32768 -51031854375/8388608 9952183125/1048576
-579924376875/4194304 -167869606875/8388608 -78075646875/1048576 223424443125/4194304
631354258125/4194304 575788974375/8388608 804655813125/8388608 -447386589375/2097152
-167452209375/2097152 -67295443125/524288 67718608125/2097152 62769073125/1048576
711642399375/8388608 -436118413125/2097152 -46916956875/524288 785980974375/8388608
-447979783125/8388608 -425532830625/2097152 698103455625/8388608 -760321498125/4194304
192828493125/2097152 -1032270954375/8388608 295712341875/8388608 -683261026875/4194304
1203313498125/8388608 18135174375/2097152 1062109321875/8388608 182765206875/4194304
225843628125/2097152 -444926701875/2097152 756240523125/8388608 233526500625/1048576
167005036875/4194304 202728001875/2097152 1399908421875/8388608 134562088125/1048576
654097441875/8388608 -927070861875/4194304 -1375213606875/8388608 -1358850196875/8388608
-1059936879375/8388608 -396311979375/4194304 177971371875/1048576 227872700625/2097152
539291690625/4194304 -951228024375/8388608 977118699375/4194304 -181847244375/2097152
4173084375/65536 -1483804730625/8388608 334412345625/2097152 -1166793380625/8388608
-491615236875/2097152 433117224375/8388608 -250527155625/4194304 568578725625/4194304
-261094310625/4194304 -193208709375/1048576 -1138020148125/8388608 -151376596875/1048576
-448314515625/4194304 240173143125/1048576 -1213964668125/8388608 112611309375/4194304
1408748566875/8388608 1782339451875/8388608 78670123125/524288 -376527980625/2097152
-670308526875/8388608 -559743380625/4194304 1262525034375/8388608 -80665610625/4194304
-1069825156875/8388608 -97912558125/4194304 805472019375/4194304 -12961025625/65536
6993118125/131072 63429376875/524288 41111195625/4194304 -333210864375/8388608
-1250895099375/8388608 352527230625/4194304 1444281620625/8388608 -94842241875/1048576
-235790341875/2097152 -455405625/8192 1981605463125/8388608 -423077398125/8388608
-1345120801875/8388608 78948099375/524288 -1928441364375/8388608 -936278499375/4194304
1402590496875/8388608 1913673928125/8388608 -431120270625/8388608 -213013734375/2097152
-127493578125/2097152 270335596875/8388608 -454996483125/4194304 -17707783125/4194304
-1504283709375/8388608 -1101024286875/8388608 -155551955625/4194304 -49866406875/2097152
-723400696875/8388608 -78933886875/4194304 -430308121875/8388608 195353390625/2097152
-973057160625/4194304 -57145696875/2097152 -1343208361875/8388608 107151568125/2097152
732172798125/8388608 1741877540625/8388608 -1003568458125/4194304 -245599843125/4194304
714506210625/4194304 1684709259375/8388608 1672760874375/8388608 -463072153125/4194304
27666436875/8388608 -55194375/1024 779496395625/8388608 726768594375/4194304
547988630625/4194304 101837836875/2097152 -2002406754375/8388608 -909757108125/8388608
101472380625/4194304 -1297221688125/8388608 -15289483125/1048576 1235012285625/8388608
461990004375/2097152 467624656875/4194304 -1331062936875/8388608 1498184285625/8388608
-887825570625/8388608 -924699691875/8388608 -169341613125/8388608 436255475625/8388608
62108398125/262144 -967539459375/4194304 1618098920625/8388608 -1889471533125/8388608
-1194323143125/8388608 1221897538125/8388608 16958521875/1048576 831315271875/8388608
1221452259375/8388608 -501299686875/2097152 1602972943125/8388608 -1511721061875/8388608
-1026485625/8192 -480757726875/4194304 1859256594375/8388608 -23831409375/262144
-19059425625/2097152 1757750668125/8388608 1878476146875/8388608 1229435641875/8388608
-987235194375/8388608 -363121584375/2097152 -83926438125/2097152 376567801875/4194304
-1970822866875/8388608 1674307366875/8388608 597894466875/4194304 846665398125/8388608
-471503761875/8388608 -772881958125/8388608 -256247533125/8388608 -100727735625/8388608
-21068484375/1048576 -27635188125/524288 -94225861875/4194304 -460608354375/8388608
9385228125/4194304 109984944375/2097152 -25457000625/8388608 -23138450625/524288
-27470255625/1048576 -943114336875/4194304 1134505535625/8388608 -715237543125/8388608
-1837081464375/8388608 272822030625/4194304 500441131875/4194304 -723336215625/4194304
-648936481875/8388608 711026210625/8388608 -121516798125/524288 -1445080981875/8388608
-1969680785625/8388608 226723516875/4194304 -1516830339375/8388608 -942570545625/4194304
796722935625/8388608 343242583125/4194304 -88759033125/1048576 427408438125/4194304
-104105379375/4194304 1149754029375/8388608 -238282693125/4194304 453664993125/8388608
835197774375/8388608 893566156875/8388608 -896741184375/4194304 1474976465625/8388608
1598686993125/8388608 -273429729375/2097152 -36014315625/262144 -457617965625/4194304
248357116875/4194304 -1871432450625/8388608 218221081875/4194304 811778199375/8388608
-1247300581875/8388608 502231831875/4194304 -998476756875/4194304 1209470083125/8388608
-367891880625/2097152 30534526875/8388608 -196692950625/4194304 1680274539375/8388608
-16851114375/131072 3706089375/8388608 111140893125/4194304 -624236900625/4194304
1307709444375/8388608 -1615227121875/8388608 1461751850625/8388608 -596457598125/4194304
791512344375/4194304 336865629375/2097152 1296193089375/8388608 1142735371875/8388608
1164318778125/8388608 -27675103125/131072 -1658576923125/8388608 160523143125/8388608
628534175625/8388608 538780498125/8388608 1429048314375/8388608 -913771640625/8388608
-18902480625/524288 -1522003351875/8388608 1003423415625/8388608 109679120625/8388608
-476876615625/2097152 353012638125/8388608 2011901784375/8388608 1073153109375/8388608
-115460161875/1048576 291151134375/2097152 1766814375/65536 -6537193125/524288
-1206180110625/8388608 52550086875/1048576 227914333125/4194304 96004753125/524288
117809056875/4194304 -677074340625/4194304 -34263620625/1048576 184685765625/4194304
-1254797503125/8388608 1754000315625/8388608 -321472861875/8388608 299725078125/4194304
-356647891875/2097152 -1097175279375/8388608 -932998108125/4194304 -87452866875/2097152
1717213258125/8388608 -99258744375/524288 -643101061875/4194304 -435586048125/2097152
-1312600828125/8388608 -981777403125/8388608 -1941298648125/8388608 -477648763125/2097152
-169125365625/1048576 -793974088125/8388608 319733465625/4194304 -196897081875/4194304
153218416875/1048576 43688319375/1048576 416571808125/4194304 156965911875/8388608
195757164375/8388608 1676170835625/8388608 -464927413125/4194304 152135705625/4194304
-110463973125/4194304 -198176371875/1048576 473696049375/4194304 -114162710625/1048576
602984690625/8388608 -191172616875/4194304 976308380625/4194304 94447190625/2097152
411328689375/2097152 -1639298315625/8388608 -1100986201875/8388608 494454155625/2097152
-203382373125/1048576 -105815083125/2097152 268957344375/8388608 56555304375/524288
653113734375/4194304 -282374203125/4194304 876746709375/8388608 336468279375/4194304
218114296875/2097152 -381907546875/4194304 -1221145756875/8388608 -1428597466875/8388608
-504484063125/8388608 1551560034375/8388608 -348728364375/4194304 414795856875/8388608
718667053125/4194304 -521170895625/8388608 578046688125/8388608 -478760323125/4194304
61303213125/262144 433831329375/4194304 276849624375/2097152 1007239936875/8388608
571191710625/4194304 1126788973125/8388608 1457409620625/8388608 -914279600625/4194304
471375789375/2097152 -130968519375/8388608 268344841875/4194304 -436679259375/8388608
-711710049375/8388608 1502611183125/8388608 259832045625/2097152 29175219375/4194304
-825078001875/4194304 382825198125/8388608 -786190471875/8388608 654052231875/4194304
-1611164068125/8388608 -172341631875/8388608 1184919763125/8388608 277271604375/4194304
168632514375/2097152 -145742435625/2097152 -251489780625/1048576 1893575956875/8388608
122885341875/4194304 -31704571875/4194304 -1207028705625/8388608 94417955625/4194304
-266068441875/4194304 1032659206875/8388608 954464019375/8388608 44744218125/1048576
-270300324375/8388608 1014132819375/8388608 -1759465678125/8388608 286391758125/8388608
-238593230625/8388608 300341806875/2097152 65440738125/2097152 -401863284375/2097152
-129158596875/2097152 -296724275625/2097152 -1435258348125/8388608 1858163019375/8388608
169954831875/4194304 -888042196875/8388608 1330444756875/8388608 562880304375/8388608
1259698513125/8388608 1451311216875/8388608 -1080591688125/8388608 1853879060625/8388608
-203718350625/8388608 -351294594375/4194304 208154851875/2097152 1457606334375/8388608
856066963125/8388608 -142473013125/1048576 -535901833125/8388608 476390825625/4194304
867543500625/8388608 1373141829375/8388608 1885537648125/8388608 -231078196875/8388608
992839775625/8388608 1515584191875/8388608 261884285625/8388608 1912318464375/8388608
-48996039375/1048576 -10383853125/2097152 -649296939375/8388608 -269233490625/2097152
-386682136875/2097152 -640686706875/8388608 -643638403125/8388608 -39251619375/8388608
1696715499375/8388608 -1074741118125/8388608 1939336875/65536 392426574375/2097152
-229590736875/2097152 911866531875/4194304 -142400443125/2097152 -253650395625/8388608
-730395226875/8388608 638496271875/8388608 733659193125/8388608 -403340281875/2097152
-550469825625/4194304 -2005483933125/8388608 1149802745625/8388608 -1706888668125/8388608
1465360299375/8388608 249600170625/2097152 931915584375/4194304 773986314375/8388608
123472340625/8388608 193011436875/4194304 -465557641875/2097152 -395236775625/4194304
132013933125/1048576 -1629460805625/8388608 -796717475625/4194304 670199941875/8388608
-1782019138125/8388608 63570605625/1048576 545410408125/8388608 84024375/512
-328285745625/2097152 -77326528125/4194304 -1383670160625/8388608 -275364710625/4194304
-663896746875/4194304 1889794573125/8388608 60328970625/262144 56824224375/4194304
-1216079570625/8388608 -248317794375/1048576 900426969375/4194304 1155516913125/8388608
-1656639890625/8388608 -435162564375/4194304 -473235901875/2097152 67730255625/4194304
1505905261875/8388608 704403909375/8388608 -736454938125/4194304 -315108028125/4194304
78025288125/524288 -39192316875/262144 168092465625/1048576 -428212130625/2097152
772506256875/4194304 1160983434375/8388608 1080380694375/8388608 441979936875/4194304
808055090625/4194304 367474734375/8388608 -589340668125/8388608 -876627676875/4194304
-477670408125/4194304 852809413125/4194304 13377354375/4194304 199344759375/2097152
994498700625/4194304 188322061875/8388608 -319365403125/2097152 -182844646875/1048576
-570604029375/4194304 -8039049375/524288 -245670369375/2097152 -1745729184375/8388608
180499276875/4194304 -1899628625625/8388608 -1938195234375/8388608 105511993125/8388608
285336178125/4194304 -747090256875/4194304 1032528598125/8388608 614158201875/8388608
-66450770625/4194304 -1730085635625/8388608 -370257061875/8388608 -1056403869375/8388608
-848864660625/4194304 -9465414375/262144 63795271875/8388608 -1920594579375/8388608
851404190625/8388608 -50578333125/4194304 -104461246875/8388608 -1032681504375/8388608
292997975625/2097152 941070354375/8388608 1382423135625/8388608 1443696744375/8388608
-1093226004375/8388608 -384550666875/4194304 -626453769375/8388608 -609612481875/4194304
2011719860625/8388608 1804229150625/8388608 568659999375/8388608 -194805166875/4194304
999829171875/4194304 200977254375/8388608 -34656200625/8388608 214317331875/2097152
58047864375/524288 -1464875379375/8388608 1278944990625/8388608 567654375/32768
392192630625/8388608 -215561746875/8388608 -436251793125/8388608 -12496348125/131072
-348466408125/4194304 -641277170625/4194304 885801103125/8388608 -454197976875/2097152
-481400968125/8388608 77529328125/524288 1386901783125/8388608 -7813284375/65536
2674918125/262144 420526875/1048576 862486303125/4194304 -492340531875/8388608
-230760193125/8388608 -1022646984375/8388608 1965232434375/8388608 921692870625/8388608
20044678125/4194304 266448414375/8388608 1620433471875/8388608 -1933224294375/8388608
-1377891691875/8388608 554634324375/8388608 151991619375/1048576 -22795066875/2097152
-1510792201875/8388608 -1295495604375/8388608 534219680625/8388608 -345663830625/2097152
1032514115625/8388608 32067530625/524288 -101929573125/2097152 937289671875/8388608
370173868125/8388608 -685292401875/4194304 -1701315916875/8388608 -125026550625/1048576
-1541257430625/8388608 -247735501875/4194304 -1632258088125/8388608 671044003125/8388608
-1495842860625/8388608 203519540625/4194304 -1433078030625/8388608 -297720785625/2097152
692177968125/4194304 -212409879375/4194304 -234121580625/4194304 322652334375/8388608
-173488321875/8388608 -1051643304375/8388608 -803772748125/8388608 1941967085625/8388608
-457402513125/8388608 -334975336875/4194304 853345119375/4194304 230874789375/1048576
1651068069375/8388608 235344050625/2097152 1701835588125/8388608 -691825160625/4194304
89307234375/4194304 -215794569375/4194304 -1231389793125/8388608 -334225876875/2097152
1329823681875/8388608 16010713125/4194304 406478503125/8388608 -877714914375/4194304
-261893574375/4194304 591905968125/8388608 1491822500625/8388608 235652780625/4194304
-453023716875/2097152 -234177054375/1048576 -1933321205625/8388608 -195297474375/8388608
-906930860625/4194304 67284635625/524288 -1129073503125/8388608 1600153179375/8388608
1656904985625/8388608 -1593671030625/8388608 -211285918125/4194304 -817259930625/4194304
221804859375/8388608 357699264375/2097152 1811536025625/8388608 -72911405625/8388608
1822009494375/8388608 129072721875/8388608 350910643125/4194304 1404244216875/8388608
-1961805054375/8388608 420797289375/8388608 -1233433010625/8388608 -1411918936875/8388608
-757718480625/8388608 127696843125/8388608 583310698125/8388608 -1999147111875/8388608
-431980224375/2097152 -66911488125/524288 -460186618125/4194304 735179750625/8388608
-1271015319375/8388608 -1548087121875/8388608 -561814078125/4194304 13849966875/524288
459414961875/4194304 352376405625/4194304 1538472253125/8388608 1628556354375/8388608
-724522573125/4194304 973845481875/8388608 -477730400625/8388608 -353032048125/2097152
356672214375/4194304 -1879418581875/8388608 32383100625/8388608 961645276875/4194304
