3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
-3379621706875/33554432 -792301649375/4194304 -4889675840625/33554432 6577379400625/33554432
-2276879200625/33554432 -1866734948125/33554432 1162671278125/33554432 -7340624469375/33554432
9769583385625/33554432 -3566326863125/16777216 4769124314375/16777216 1905649265625/33554432
2593724138125/8388608 4218630038125/33554432 -334849010625/1048576 1296914476875/16777216
9514693481875/33554432 8233427154375/33554432 3247700113125/16777216 -4180243846875/16777216
198372564375/2097152 1975808265625/16777216 3567557195625/16777216 -2261302546875/8388608
240005054375/8388608 -6122871161875/33554432 7286792481875/33554432 -3235738318125/33554432
-1269552296875/4194304 -1558231549375/16777216 826262719375/33554432 10317150283125/33554432
7451613793125/33554432 -5373674978125/33554432 -5436886141875/33554432 -5617810278125/16777216
-7455686844375/33554432 -9737659298125/33554432 -1881869325625/16777216 -4478214576875/33554432
4544863140625/16777216 1268116094375/16777216 -3893920156875/16777216 -384298886875/16777216
-366929221875/8388608 710265578125/8388608 5018112030625/16777216 -2999507316875/16777216
8128749016875/33554432 1540205110625/33554432 -5717626883125/33554432 3232996430625/16777216
6543286601875/33554432 8226735231875/33554432 1292822491875/4194304 -6424022931875/33554432
10326074900625/33554432 9491356731875/33554432 -1947062349375/33554432 -768514314375/16777216
4703110721875/33554432 -4006524629375/33554432 -1000298838125/4194304 -8702878945625/33554432
-560712200625/2097152 11270548958125/33554432 -1290328570625/8388608 -10919664389375/33554432
2471799224375/16777216 1522158123125/8388608 -3657012258125/33554432 -173069913125/1048576
114471678125/2097152 -5661147740625/33554432 4650926671875/16777216 -9705961608125/33554432
1255290699375/33554432 -6562845101875/33554432 2768624069375/8388608 -3099477283125/16777216
1763837645625/8388608 -1446926833125/16777216 2077766296875/8388608 -2515082074375/16777216
194757174375/1048576 -129550699375/33554432 -2650769933125/33554432 -2746729004375/8388608
-11003960100625/33554432 -4655623219375/33554432 4230861028125/16777216 5652166003125/33554432
-2945438901875/16777216 -100006293125/8388608 -5072171201875/33554432 -9944572630625/33554432
-7247254668125/33554432 3352599420625/16777216 -4880502003125/16777216 2820022931875/16777216
2495065764375/16777216 -3210343739375/33554432 -2504636211875/33554432 -9515298320625/33554432
-4186757864375/33554432 -975206498125/8388608 -8517252545625/33554432 9067950099375/33554432
6861296719375/33554432 -794035245625/4194304 4606039489375/33554432 1317418814375/16777216
4716090923125/33554432 445369176875/8388608 -4850367526875/33554432 7981032021875/33554432
-5787566434375/33554432 3747455934375/16777216 681608465625/8388608 946190600625/33554432
3904023193125/33554432 22090915625/1048576 -6392505505625/33554432 1571645378125/16777216
-2078247545625/33554432 6550911080625/33554432 -9651057919375/33554432 1216979541875/33554432
-5210320363125/33554432 2528074090625/8388608 9728108761875/33554432 -1430301194375/33554432
-1014106620625/33554432 -6366533521875/33554432 -70721221875/1048576 -11199358100625/33554432
10615411521875/33554432 -3092234496875/16777216 5552810140625/33554432 -7628976748125/33554432
2546098871875/16777216 -5556117235625/16777216 -2400125864375/33554432 2324755833125/33554432
6333581826875/33554432 -2955329693125/16777216 5534257318125/16777216 -3213824999375/16777216
5578031829375/16777216 -537618423125/4194304 356800664375/2097152 1857507369375/33554432
1499713129375/16777216 -9715707155625/33554432 2575038269375/16777216 9384816456875/33554432
-10691685379375/33554432 -3126788824375/16777216 5959176716875/33554432 6258347859375/33554432
8883666040625/33554432 -8899039310625/33554432 -1605230068125/8388608 -9784630489375/33554432
-12084248125/262144 -5184380403125/16777216 -3431157950625/33554432 469795860625/2097152
9060654613125/33554432 8706232025625/33554432 -1331943996875/4194304 5965718550625/33554432
-5247127296875/33554432 -157800768125/4194304 9612074390625/33554432 -3602631978125/33554432
5052345993125/33554432 7922443158125/33554432 530467989375/16777216 -9064143926875/33554432
3737497270625/33554432 -7759101314375/33554432 -1134356651875/4194304 -2924594351875/33554432
3819069135625/33554432 4410517240625/33554432 126774641875/16777216 3615457351875/16777216
6584380638125/33554432 9861814569375/33554432 -4051281761875/33554432 1260682461875/33554432
-2861334568125/16777216 -1287056155625/16777216 4722131256875/16777216 -7483695598125/33554432
-5282153268125/16777216 -613756068125/4194304 -35031698125/8388608 2916385158125/33554432
3211151643125/33554432 -4373798409375/16777216 5878799335625/33554432 -4464020809375/33554432
3932798731875/33554432 728986573125/16777216 670632628125/2097152 -9503986690625/33554432
-7811922566875/33554432 -9811404766875/33554432 669755449375/2097152 -141513748125/2097152
-5070636675625/16777216 -3633430304375/16777216 4330136671875/16777216 4647796568125/16777216
5318592236875/33554432 326886826875/2097152 2247163094375/16777216 6763595148125/33554432
9772190441875/33554432 -3204745724375/33554432 2090166861875/8388608 5814281870625/33554432
2889116924375/33554432 -152662581875/8388608 -4884873489375/33554432 -1174637811875/8388608
-10677971883125/33554432 -6033287473125/33554432 1706525205625/8388608 8292688559375/33554432
-302941519375/16777216 5011626891875/16777216 -2851531475625/16777216 -2004156296875/8388608
-1504491149375/16777216 -573984823125/2097152 3466200751875/16777216 -5383771830625/33554432
-7336249073125/33554432 1670088213125/33554432 -8015119635625/33554432 7693459596875/33554432
750155079375/16777216 -2598697721875/16777216 2483898124375/16777216 -1514792448125/16777216
4404097296875/33554432 2541863406875/16777216 -9959963240625/33554432 2171182210625/8388608
-5057822373125/16777216 -634705805625/4194304 10317796070625/33554432 5236105729375/16777216
-8023569676875/33554432 685720043125/2097152 2384333353125/8388608 3761950410625/33554432
-5566526186875/16777216 -306515896875/2097152 -1951995919375/33554432 1180191414375/4194304
746067174375/33554432 332936468125/2097152 -833849309375/4194304 -64407443125/2097152
-3461945248125/16777216 2396423901875/8388608 -1623881511875/8388608 -1610776849375/33554432
572071451875/16777216 1404466846875/33554432 -1098348739375/8388608 -946533214375/33554432
9277774851875/33554432 4124278954375/16777216 7260733776875/33554432 1417066906875/33554432
75640660625/16777216 5513784218125/16777216 2181421013125/16777216 -2634411279375/33554432
1527591896875/8388608 2164285990625/8388608 11367066011875/33554432 -1344921775625/8388608
-9865729966875/33554432 2784279943125/8388608 -2565045860625/33554432 -955518118125/33554432
-5414470770625/16777216 -650331185625/2097152 746442810625/8388608 -11187638746875/33554432
-5092933238125/16777216 -800746356875/4194304 -2427459080625/16777216 1994294724375/16777216
2172329476875/33554432 2075231214375/33554432 -5627725846875/16777216 8030922920625/33554432
826207724375/16777216 -4823608719375/33554432 -2575918083125/33554432 1292195914375/8388608
8495731523125/33554432 -1828985513125/8388608 7078784901875/33554432 851406951875/33554432
3417740254375/33554432 8343479629375/33554432 -1468929019375/8388608 -8831782168125/33554432
-1421414210625/8388608 1854630353125/33554432 -1518861738125/8388608 -4041561693125/33554432
606757763125/2097152 7460426486875/33554432 -7309058486875/33554432 9421339915625/33554432
-3196446260625/33554432 -9750138084375/33554432 -2161509231875/8388608 -4801498923125/16777216
-8747027796875/33554432 679818174375/16777216 1909410303125/16777216 4997630983125/33554432
6382128535625/33554432 2423509853125/16777216 230947794375/4194304 189900869375/33554432
3705960676875/16777216 11161427934375/33554432 -1017649038125/16777216 -4817024130625/16777216
181056895625/1048576 1559872771875/33554432 5067799609375/33554432 -1799161711875/33554432
-3392417500625/16777216 -754454145625/33554432 -126598266875/33554432 2024319996875/33554432
-521533533125/2097152 -8537461699375/33554432 494377138125/2097152 10776955381875/33554432
-9342015641875/33554432 5362692468125/33554432 -5368219253125/33554432 -1411917096875/4194304
-2514056209375/8388608 1479011018125/16777216 -3138948393125/33554432 -212100128125/2097152
3647303855625/16777216 -3891657520625/33554432 408344919375/8388608 44750704375/262144
8757585668125/33554432 -2559355174375/16777216 -4764445425625/33554432 520365505625/8388608
5632382061875/16777216 4772687493125/33554432 156676048125/2097152 2068812056875/16777216
-1164153423125/16777216 -3834635525625/16777216 -426117633125/8388608 -4136903409375/33554432
-349215689375/8388608 -4044125845625/16777216 -182044510625/4194304 527984990625/2097152
4591043449375/33554432 -1190391966875/16777216 4527443559375/16777216 3824954684375/33554432
-11150435458125/33554432 -349843414375/4194304 -972216176875/16777216 2649022035625/33554432
-10411548563125/33554432 -439361929375/4194304 -5648690501875/16777216 1771897643125/16777216
-9886515165625/33554432 -1058167518125/4194304 -4068079440625/33554432 5507679560625/16777216
6525368686875/33554432 -2050510388125/16777216 11007245626875/33554432 -11301725704375/33554432
2180481359375/16777216 -5456207598125/33554432 2545708190625/33554432 5531100056875/33554432
-1152521555625/4194304 -8789047844375/33554432 3360595285625/33554432 207724136875/33554432
4614768840625/16777216 4802252405625/33554432 1103824120625/8388608 -1989140324375/16777216
-1535759780625/8388608 2134779664375/8388608 -6032856310625/33554432 58726276875/1048576
-2244414789375/8388608 -2832594878125/33554432 1254424188125/8388608 -8254932876875/33554432
6180714596875/33554432 5188774775625/16777216 1188145778125/33554432 -3607759985625/16777216
-1734885264375/8388608 -84034474375/2097152 7230253499375/33554432 -10914700261875/33554432
7900932526875/33554432 -8035046419375/33554432 2368986475625/16777216 -1073604028125/8388608
51450680625/524288 -10537597740625/33554432 -5678487018125/33554432 -4973138530625/16777216
-1692710665625/33554432 -8738945146875/33554432 -2102775549375/8388608 -1967715351875/33554432
2175319288125/8388608 -1020168416875/8388608 -5782342079375/33554432 -4888776816875/33554432
1095862361875/16777216 10993210596875/33554432 -4664850734375/16777216 3182627258125/33554432
1418567348125/33554432 8329611964375/33554432 9271516578125/33554432 -3556086063125/16777216
-7233539259375/33554432 -915646466875/4194304 -4773007284375/16777216 -9745747770625/33554432
-1172718129375/33554432 4576016703125/16777216 -514076546875/8388608 -717620330625/4194304
-10822784066875/33554432 699833251875/2097152 2247151279375/8388608 -2814502564375/33554432
7978926189375/33554432 129716024375/1048576 241548824375/4194304 4462693279375/33554432
4036848634375/16777216 -330873125/4096 725513048125/4194304 2984308211875/16777216
6374901049375/33554432 -9556343269375/33554432 -1645227030625/16777216 3412606041875/16777216
-740563381875/8388608 1136267239375/33554432 -1999775333125/8388608 2171933461875/8388608
-607669409375/8388608 1272253065625/8388608 10172174240625/33554432 2312900521875/33554432
-5792344730625/33554432 592621030625/8388608 3849920990625/16777216 -143448879375/16777216
7079762423125/33554432 -768989570625/33554432 10663791875/32768 -2692515706875/33554432
8166725550625/33554432 -574939904375/16777216 -5027590869375/33554432 -421466921875/16777216
-1404979333125/8388608 2084362381875/33554432 -643561360625/16777216 -3195879969375/33554432
-459802155625/4194304 -2774914111875/16777216 -2386675953125/33554432 -1178358176875/4194304
-992254183125/16777216 -2831301751875/8388608 -2126028128125/16777216 3038381599375/16777216
752646450625/16777216 -169702808125/16777216 2172713103125/8388608 -476718409375/33554432
10817314741875/33554432 46824003125/8388608 -9477625066875/33554432 -2234500580625/8388608
4557522084375/33554432 7743415286875/33554432 -163744350625/2097152 171454233125/524288
-333159104375/1048576 -328548003125/1048576 1518887068125/33554432 7212331674375/33554432
-91667198125/16777216 -7401269886875/33554432 2725371096875/16777216 1849472170625/8388608
-745640771875/4194304 -10645746024375/33554432 -331243926875/4194304 5356137310625/16777216
-753022086875/8388608 1874207276875/33554432 -9556603921875/33554432 -7900837390625/33554432
-5353988659375/33554432 -718957848125/33554432 -4670299701875/16777216 735920256875/33554432
5884007391875/33554432 -3287075215625/16777216 722750590625/33554432 -3528101704375/33554432
7416860055625/33554432 -2705677638125/16777216 1765059138125/8388608 -9225850540625/33554432
4398633178125/33554432 -88076096875/33554432 366214138125/4194304 5387131179375/33554432
4068239686875/33554432 9565718960625/33554432 -2360338001875/16777216 -31753864375/4194304
120610760625/8388608 -448818986875/2097152 1755701041875/16777216 967555881875/4194304
1806841674375/16777216 -4472551154375/16777216 -4008020204375/16777216 574676680625/2097152
1648193381875/8388608 -766901651875/16777216 -1914071426875/33554432 -8877808966875/33554432
1434604638125/8388608 -332309869375/33554432 -253325021875/1048576 394815363125/8388608
4728211476875/33554432 6069791764375/33554432 1368093328125/16777216 2019917060625/16777216
3405837088125/16777216 -6271756099375/33554432 -2154832120625/33554432 1952674708125/33554432
6745774940625/33554432 -466969546875/33554432 -903505853125/8388608 4277888128125/16777216
6928214010625/33554432 -10871893794375/33554432 -1090852228125/8388608 5431707474375/16777216
723815746875/16777216 2039124956875/8388608 6646360151875/33554432 534291586875/33554432
-1285377639375/16777216 -9537966949375/33554432 6276127075625/33554432 7596985850625/33554432
