3000
-100317421875/8388608 1808753878125/8388608 -520216921875/4194304 -7481199309375/33554432
-5530902646875/33554432 -2261398734375/8388608 1131459328125/4194304 174283828125/1048576
3310198678125/33554432 4471417940625/16777216 5573671940625/33554432 -1382299096875/8388608
-1570016296875/33554432 -2333138784375/33554432 671453840625/8388608 8294466665625/33554432
-4442954465625/16777216 278721028125/16777216 5035169296875/33554432 2749364634375/16777216
7973832665625/33554432 31002159375/524288 -730981696875/4194304 1640301665625/16777216
-979983590625/8388608 92208796875/524288 -1169271740625/33554432 4123470253125/16777216
2771643440625/16777216 4727485115625/33554432 -87819103125/1048576 9268333696875/33554432
2392587028125/8388608 217110609375/8388608 2781543534375/33554432 2076696890625/8388608
2812432246875/16777216 1285060940625/16777216 6279273290625/33554432 -996908990625/8388608
4298248003125/16777216 3762858740625/33554432 -2582435971875/16777216 -621239109375/4194304
4623804534375/33554432 1186903809375/33554432 -543272165625/33554432 6450535209375/33554432
-7549982859375/33554432 1226833603125/4194304 -32457534375/33554432 -532781278125/8388608
-137545509375/2097152 581568515625/33554432 -1853571290625/33554432 286554871875/16777216
6252656915625/33554432 9215393015625/33554432 -688124315625/8388608 -2482150921875/33554432
694306415625/4194304 312188390625/2097152 -9043952784375/33554432 -3410008134375/33554432
4393043165625/16777216 1096824346875/16777216 3959129371875/16777216 521137828125/33554432
2279413940625/33554432 -5041641871875/33554432 3352122196875/33554432 8860957603125/33554432
-2934059840625/16777216 6122566659375/33554432 -1525154503125/16777216 1173847828125/16777216
-6337039678125/33554432 59619140625/16777216 1037187028125/16777216 -72874190625/262144
1321222621875/33554432 -4263756703125/33554432 7967861015625/33554432 405450928125/16777216
-813960628125/4194304 -2064964040625/16777216 -891470278125/4194304 6294542503125/33554432
2229358415625/16777216 150458765625/4194304 -8183205665625/33554432 -1040226890625/16777216
-56128959375/262144 -1383082790625/16777216 -179300109375/2097152 -177995690625/1048576
771850134375/16777216 8468002115625/33554432 -1383501853125/8388608 -4379801896875/16777216
-7584771178125/33554432 5380344046875/33554432 -2198060596875/16777216 637377590625/16777216
-1232589028125/8388608 659494846875/33554432 6083268665625/33554432 -7051662234375/33554432
2638100915625/16777216 -3895423903125/33554432 3323337009375/33554432 -9636011859375/33554432
-2171049553125/33554432 -686312559375/8388608 660388415625/4194304 -56731659375/4194304
5528756934375/33554432 4955331721875/16777216 -4963618565625/33554432 2372937084375/8388608
-107626959375/33554432 1817501540625/8388608 617617584375/16777216 7020628921875/33554432
1922936709375/8388608 -4989404278125/33554432 1212637753125/8388608 -57610528125/33554432
1561184821875/8388608 2358325884375/33554432 -3065148159375/16777216 -1998363590625/16777216
-3081529096875/33554432 -228147478125/4194304 -9189321628125/33554432 -6476573671875/33554432
-131086265625/8388608 9855065709375/33554432 -4399203196875/33554432 -2614869009375/16777216
-2330171465625/16777216 -289963228125/16777216 -4889741690625/33554432 -1309938796875/16777216
220070240625/2097152 3818884340625/16777216 -3252990478125/33554432 1195875778125/16777216
4988845134375/33554432 7321789153125/33554432 3476756409375/16777216 -2210320453125/8388608
-2521760765625/16777216 -1873790709375/16777216 8082863709375/33554432 662407453125/16777216
-5238249853125/33554432 2871682734375/33554432 -5311565015625/33554432 -420611053125/16777216
-3973369771875/16777216 -1368191728125/33554432 1915246640625/33554432 -2549679834375/33554432
3351916509375/33554432 -3790836140625/33554432 -3808130015625/33554432 5036898890625/33554432
1928871121875/8388608 7357432303125/33554432 2908955428125/33554432 2490106865625/16777216
-651711946875/8388608 1071013509375/4194304 -219661584375/33554432 -999003309375/16777216
-13676221875/33554432 -9182660446875/33554432 3168891478125/16777216 5304693028125/33554432
-1681686496875/16777216 -3182990109375/33554432 -3186185015625/16777216 1882903809375/16777216
7297404121875/33554432 -5953574540625/33554432 -874636753125/33554432 -9014439328125/33554432
-3119211403125/16777216 -9806232740625/33554432 4276929253125/33554432 5689733484375/33554432
3103391971875/16777216 -3210281353125/33554432 -7400910065625/33554432 -4943042709375/16777216
2247810628125/16777216 4120448671875/16777216 3578715871875/16777216 408250209375/33554432
1042161890625/8388608 574244446875/16777216 -4292752265625/33554432 -420682265625/33554432
-6068097084375/33554432 860953303125/16777216 536317603125/33554432 2512304053125/33554432
-4308498478125/33554432 4637539415625/16777216 -4794654140625/16777216 9647393090625/33554432
-4958774840625/16777216 -151519340625/2097152 354156103125/16777216 -6017736496875/33554432
6143931946875/33554432 -4772970684375/33554432 -4192540396875/33554432 7371701203125/33554432
47738034375/4194304 -9187507003125/33554432 -399513421875/8388608 -2417089884375/33554432
-9463384284375/33554432 8052861909375/33554432 -538005084375/16777216 1630840415625/8388608
-1855150809375/8388608 -310817653125/16777216 -5378376515625/33554432 3047376609375/33554432
-558543778125/16777216 -1274360409375/16777216 -8297057821875/33554432 -2844709096875/33554432
1465588884375/33554432 8883526621875/33554432 1219349015625/4194304 8231254340625/33554432
-1940376965625/8388608 1646021503125/8388608 -3849622715625/33554432 -3008909203125/16777216
-8492721253125/33554432 -9078373809375/33554432 7856266115625/33554432 -338561221875/2097152
759604453125/33554432 -2329291903125/33554432 129027946875/4194304 4615579940625/33554432
5294180915625/33554432 -1091422528125/8388608 -3206250478125/16777216 -1327750153125/8388608
8810030109375/33554432 8769376040625/33554432 -1844825896875/16777216 -4235751028125/33554432
-9773508571875/33554432 -7226507296875/33554432 8144496440625/33554432 4867751840625/33554432
732828665625/8388608 -872619534375/4194304 -4070245134375/16777216 -182635209375/8388608
1269143690625/8388608 1800272315625/8388608 9066054440625/33554432 -9139938759375/33554432
85316090625/4194304 3336034415625/33554432 -5323599178125/33554432 7263007734375/33554432
482875621875/4194304 7472344153125/33554432 -4868718065625/33554432 4598710696875/33554432
991737534375/33554432 3371167003125/33554432 1247487853125/33554432 7141774903125/33554432
-10065940846875/33554432 -6789418828125/33554432 -1393396546875/16777216 4427247965625/33554432
-4903781353125/16777216 1206935521875/4194304 -483841565625/16777216 865965328125/16777216
1536827109375/33554432 2565631490625/16777216 1729669771875/16777216 -366276665625/2097152
5667511078125/33554432 -8688122296875/33554432 974550009375/33554432 8516095134375/33554432
-2633796440625/16777216 -1657310165625/16777216 -4132612134375/16777216 -4136764884375/16777216
1093229071875/4194304 -933865415625/16777216 -3122661271875/16777216 7014390778125/33554432
1129313559375/8388608 563662678125/16777216 7569646715625/33554432 854410921875/33554432
-6724029890625/33554432 772453584375/4194304 1045752684375/4194304 -3409447228125/16777216
9852449278125/33554432 4083567271875/16777216 -3441422709375/33554432 1546607934375/8388608
-125141015625/1048576 -153399740625/2097152 222417834375/33554432 2127142828125/8388608
3516220753125/16777216 -6256584721875/33554432 -843121321875/33554432 5064163903125/33554432
15691490625/33554432 1694490384375/33554432 -2338129678125/8388608 -729450028125/4194304
182569228125/8388608 -297889396875/2097152 4077786965625/33554432 -1502807559375/8388608
3983613346875/16777216 -9651967584375/33554432 -564935240625/2097152 443300615625/2097152
6429590259375/33554432 1580973403125/8388608 -9814745653125/33554432 -7781991046875/33554432
-4759376728125/16777216 -1356974990625/33554432 6783692315625/33554432 9452665959375/33554432
-1878066834375/33554432 178112709375/8388608 -2486750671875/33554432 -806201221875/33554432
996980203125/4194304 -5336830659375/33554432 -2439130903125/8388608 -2423153934375/8388608
-938947153125/33554432 -207531609375/33554432 2141040703125/16777216 -4432277053125/16777216
-2845976878125/16777216 -13694371875/2097152 121179534375/4194304 1755423234375/16777216
7995738871875/33554432 -1348395890625/8388608 5545556578125/33554432 4289836134375/16777216
-4824878615625/16777216 -9634645021875/33554432 -9720438796875/33554432 34362478125/524288
-945606215625/16777216 1207119253125/16777216 -3384816253125/16777216 -5662251046875/33554432
3177030309375/33554432 -3742443815625/33554432 9515431978125/33554432 -115549228125/4194304
8410541634375/33554432 1030510753125/16777216 -7199171146875/33554432 8254745915625/33554432
232965009375/1048576 -330292715625/4194304 1611521390625/33554432 -1964281509375/16777216
656100759375/8388608 -9832866159375/33554432 954303046875/8388608 3005800546875/33554432
-2412322078125/33554432 1036130146875/16777216 7537142484375/33554432 -5981146190625/33554432
8922599615625/33554432 -4755726684375/33554432 9726872353125/33554432 853417771875/8388608
1040537709375/16777216 -2174709628125/8388608 -4146012703125/33554432 3426056353125/16777216
1692867759375/8388608 5735783146875/33554432 -2103328209375/16777216 5665934165625/33554432
3493393584375/16777216 -849649190625/16777216 -3849812953125/33554432 1078047009375/33554432
824839865625/16777216 -1832246615625/33554432 -2840254996875/33554432 7629673659375/33554432
1531735303125/33554432 -1435841746875/8388608 -1933726453125/33554432 -9595254628125/33554432
-9931731196875/33554432 4298690428125/33554432 890247365625/16777216 -6880033790625/33554432
8666569696875/33554432 -5825547046875/33554432 -2608887796875/16777216 4249550540625/33554432
3933315365625/33554432 7039978003125/33554432 -2238378834375/16777216 6907345453125/33554432
-1073210446875/4194304 -78090290625/8388608 2549357315625/16777216 2752731665625/33554432
1723063453125/8388608 2124856959375/8388608 -1403430403125/16777216 1825452871875/33554432
1414259653125/33554432 2074451034375/33554432 -615428896875/4194304 -2852352534375/16777216
47688253125/1048576 -374462465625/8388608 -4094602809375/33554432 700528846875/4194304
4315096190625/33554432 -3945674015625/16777216 -174727621875/1048576 5305544821875/33554432
-559959375/32768 -109143515625/1048576 -9546440803125/33554432 3006844790625/33554432
-1481926678125/16777216 -160959909375/8388608 -3852924065625/33554432 2112609778125/16777216
8041576115625/33554432 4808127665625/16777216 -7836661790625/33554432 68639015625/33554432
6024890625/16777216 -323987859375/8388608 377199046875/2097152 6028927096875/33554432
-1749457171875/16777216 112835240625/524288 6060640865625/33554432 -2734389234375/33554432
9493803046875/33554432 -2491482984375/33554432 -9882661059375/33554432 1470697621875/8388608
-530402915625/33554432 -623420971875/4194304 745314628125/16777216 4259393240625/33554432
5596601728125/33554432 1438355765625/16777216 2206696171875/8388608 -512664571875/2097152
-5159570034375/33554432 -521117334375/33554432 787350965625/33554432 -761724778125/16777216
-2303343103125/33554432 2338511278125/8388608 792013246875/16777216 54067584375/33554432
1690029253125/16777216 7342195940625/33554432 240393159375/33554432 -466033584375/33554432
161283271875/8388608 -4007694759375/16777216 100667878125/2097152 -1867117453125/8388608
-561143371875/2097152 -1126831884375/8388608 2078060634375/33554432 2104623815625/8388608
-116479715625/4194304 -3722333165625/33554432 -7411000115625/33554432 -9115096021875/33554432
-899034778125/8388608 7912035159375/33554432 -9199878684375/33554432 2365192003125/33554432
-507261534375/16777216 3078906609375/16777216 8386757240625/33554432 6065230153125/33554432
2741175421875/33554432 8403349903125/33554432 6161758640625/33554432 1264601559375/33554432
1798167234375/8388608 -881476321875/8388608 9358843865625/33554432 2339008415625/33554432
-860080696875/8388608 8041830178125/33554432 -1702400709375/8388608 7072226240625/33554432
9735948628125/33554432 1837567865625/33554432 -2024237559375/16777216 4019802365625/16777216
-1828220259375/8388608 6760101984375/33554432 2875135640625/33554432 -4150163296875/33554432
-6022713721875/33554432 1254369084375/4194304 3645097940625/16777216 2272541165625/16777216
-263269115625/33554432 -1151706046875/8388608 -612249815625/4194304 -833955609375/4194304
-1276542478125/8388608 -3247650646875/33554432 -711576871875/16777216 8069733290625/33554432
-1451838084375/8388608 9048870084375/33554432 5000808590625/16777216 7211499103125/33554432
-2319588796875/16777216 -3313719515625/16777216 4906426696875/33554432 3751732303125/16777216
5007524128125/16777216 422172928125/2097152 -36002559375/262144 -2725930828125/33554432
3920047978125/16777216 -495806071875/16777216 6123451771875/33554432 1215303853125/8388608
-5213024446875/33554432 -1167840459375/8388608 -1710636309375/33554432 15144046875/1048576
-106746759375/16777216 2375416453125/8388608 10009861753125/33554432 1198555978125/8388608
2712503671875/16777216 6593680378125/33554432 89891953125/2097152 -8912695640625/33554432
-6574795021875/33554432 -4200616171875/33554432 -9687931303125/33554432 3758218865625/16777216
72296803125/262144 315982565625/8388608 -432098503125/2097152 -9420286190625/33554432
389250665625/4194304 9333431371875/33554432 -2104064690625/16777216 -4383034265625/16777216
158205534375/1048576 1290963871875/33554432 -17838834375/8388608 2331099740625/33554432
-3390256528125/16777216 446002678125/33554432 4702792565625/33554432 1014668203125/4194304
-1085770171875/8388608 7656647728125/33554432 4577180465625/33554432 -3898297134375/33554432
1060519903125/4194304 4130361009375/16777216 -73724653125/524288 5026371909375/16777216
-30715996875/16777216 2045824096875/16777216 -5449046671875/33554432 -4274318165625/16777216
