1800
1817479569375/16777216 -3153824499375/33554432 -3820530909375/33554432 -3403712503125/33554432
872505466875/16777216 -2485490214375/33554432 1902462811875/16777216 361326639375/33554432
165534643125/8388608 -1584280985625/33554432 33657249375/4194304 5679049381875/33554432
3535229514375/33554432 -2121749173125/33554432 -5284072063125/33554432 2203535401875/16777216
-4659195223125/33554432 5766433475625/33554432 401651240625/8388608 -5578536279375/33554432
864800488125/8388608 -825747463125/16777216 1877528334375/33554432 -52380545625/1048576
4909936854375/33554432 -2965015670625/33554432 -445292465625/33554432 -665070463125/16777216
-4677089124375/33554432 -1461996725625/16777216 -5356197016875/33554432 -1446136711875/16777216
5026655638125/33554432 -5875388623125/33554432 3398393503125/33554432 -3352705565625/33554432
-238417104375/2097152 -289687516875/16777216 -5884566935625/33554432 -4320162703125/33554432
3684417451875/33554432 -3883401376875/33554432 -26458554375/2097152 3116727973125/33554432
-1352155381875/8388608 2171065359375/33554432 449500696875/33554432 -4997517350625/33554432
-5063596126875/33554432 -1267315644375/8388608 4112297893125/33554432 -2380701133125/16777216
-3128787534375/33554432 5254649791875/33554432 -384382918125/16777216 -2574031820625/16777216
2125510633125/16777216 3529136975625/33554432 -2971947931875/33554432 5009350696875/33554432
36639826875/33554432 2316173461875/16777216 3469505394375/33554432 5257070375625/33554432
1492526019375/33554432 -479921315625/16777216 2240587974375/33554432 11277500625/16777216
-1485526910625/16777216 -609136126875/4194304 1811882739375/33554432 -309508183125/8388608
-39976036875/1048576 618234800625/16777216 3084010689375/33554432 -1929886723125/33554432
-3226888130625/33554432 -1869452364375/33554432 -4205441671875/33554432 325413163125/33554432
45930065625/2097152 -541989343125/8388608 -69052606875/8388608 327286636875/8388608
-1333306513125/8388608 1813445566875/16777216 -4550465638125/33554432 2968456134375/16777216
696593829375/4194304 461546150625/8388608 215532230625/8388608 -144701994375/2097152
1187900803125/8388608 340521350625/16777216 1397757178125/16777216 -919072468125/8388608
123227780625/16777216 150950131875/33554432 1551947383125/16777216 -740266329375/8388608
4841200423125/33554432 2489071955625/33554432 -1021030981875/33554432 -32088031875/2097152
-1853849705625/16777216 3819770353125/33554432 251311010625/4194304 2707610506875/16777216
-1070114236875/33554432 622201325625/33554432 -1589600514375/16777216 815736133125/16777216
-1386037490625/16777216 2785445949375/16777216 -96931366875/1048576 5800918539375/33554432
380964020625/8388608 1716442610625/16777216 -1030332864375/33554432 163617091875/1048576
-582425983125/16777216 3118248275625/33554432 -5729552116875/33554432 204749364375/16777216
-3751618989375/33554432 2268943295625/16777216 -1375568015625/33554432 -2641957813125/16777216
8007744375/131072 4719654793125/33554432 -1454846574375/8388608 182057731875/4194304
3524753266875/33554432 1555543850625/16777216 -5975637181875/33554432 -2636989711875/33554432
910993629375/8388608 5335602721875/33554432 -16225711875/2097152 147532494375/4194304
-162607865625/33554432 -2717086269375/33554432 767660844375/16777216 -205741254375/16777216
-4248372133125/33554432 -249255523125/16777216 3117000650625/33554432 1159065455625/8388608
27569491875/4194304 2520296296875/16777216 69949749375/524288 144795099375/2097152
2685380338125/16777216 -1039251155625/16777216 263087926875/33554432 -471270290625/33554432
-1270836264375/33554432 65062344375/524288 -768333920625/33554432 -115665384375/4194304
-2276214519375/33554432 3024572146875/33554432 4656672635625/33554432 -5999033773125/33554432
-2353437253125/16777216 5555739346875/33554432 -994838754375/8388608 -2301450789375/33554432
-2351977160625/16777216 1979744259375/33554432 -348460441875/16777216 -3741242034375/33554432
-1178953734375/16777216 -231159076875/2097152 -5229433963125/33554432 -411517524375/8388608
-660995488125/33554432 2577966935625/33554432 1494043655625/33554432 2642973361875/33554432
-668271560625/4194304 755135240625/33554432 3817097848125/33554432 -183491746875/33554432
3169105295625/33554432 -145833339375/4194304 4989792751875/33554432 727388409375/33554432
-5811925550625/33554432 4407784205625/33554432 -198166089375/33554432 -2756020528125/33554432
-72807789375/4194304 -2947989223125/33554432 -249985051875/33554432 -3108404165625/33554432
-2332184653125/33554432 1878673899375/16777216 -2491935159375/16777216 126713739375/1048576
2969722704375/16777216 -1869787006875/33554432 -288053893125/2097152 -2793600061875/16777216
-665300660625/4194304 -3226231288125/33554432 -408803878125/16777216 5673086724375/33554432
2364510403125/16777216 5433696163125/33554432 -313015460625/4194304 -2875203084375/33554432
-5595128285625/33554432 3592088623125/33554432 146635374375/33554432 1638731424375/16777216
1477954873125/33554432 5648341955625/33554432 5355047671875/33554432 3886949593125/33554432
121514889375/4194304 145901278125/1048576 -3135262303125/33554432 -434561484375/16777216
-3675869994375/33554432 558245694375/16777216 -1555864599375/16777216 -2387804911875/16777216
1137302330625/8388608 -62713648125/524288 -2300846079375/33554432 1569164304375/33554432
-1772005044375/33554432 -2067542105625/16777216 -802199233125/33554432 -2359267565625/33554432
1403042101875/8388608 4104703125/524288 -2364214111875/16777216 -2248012006875/33554432
1141535694375/33554432 -3033241261875/33554432 2225600218125/33554432 2404861734375/33554432
5882784609375/33554432 85247668125/2097152 -379249599375/16777216 -757256191875/16777216
3471275514375/33554432 262803718125/16777216 -1840602358125/16777216 1869960729375/33554432
-1455433318125/8388608 -4465167395625/33554432 -509001226875/33554432 -413122640625/8388608
1286481628125/16777216 -2517875330625/33554432 -2838027853125/16777216 1002562914375/33554432
1350106318125/8388608 1222083073125/16777216 -1050990553125/33554432 -5037411065625/33554432
-1471585190625/16777216 4950519710625/33554432 -791272591875/8388608 -2078649669375/33554432
-2947085274375/16777216 -222223235625/2097152 -1145348150625/33554432 -977091665625/33554432
5714405803125/33554432 -1875289933125/33554432 1495985788125/33554432 599119936875/8388608
-1676666705625/33554432 319554466875/16777216 2927133343125/33554432 -42476360625/4194304
4434468103125/33554432 -1931658823125/16777216 253148731875/8388608 1058700515625/8388608
5977278039375/33554432 -1259208894375/16777216 1572877164375/16777216 -1224091445625/16777216
2908669651875/33554432 2405779486875/16777216 -1867129700625/33554432 3127803339375/33554432
495046501875/4194304 -5370290240625/33554432 -2758774269375/16777216 1769726109375/33554432
5993606716875/33554432 -4240324884375/33554432 -1900243693125/33554432 343313251875/2097152
-4018691323125/33554432 2592630556875/16777216 -4021857973125/33554432 -2871007385625/33554432
-56597574375/2097152 1710515199375/33554432 -5282725989375/33554432 -2238483628125/33554432
3055393006875/33554432 -3305305479375/33554432 319883686875/2097152 -104007965625/2097152
-305517076875/8388608 91391236875/16777216 -2462023125/16777216 3246154621875/33554432
-1463239974375/8388608 -2718511875/65536 -3266401831875/33554432 -1407598486875/8388608
